cluster_id,cluster_size,website
18,2,vkf-renzel.co.uk
19,3,chicco.fr
19,3,chicco.ru
19,3,chicco.pl
20,7,medef-cote-opale.com
20,7,medef-ardennes.com
20,7,medef-seineetmarne.fr
20,7,medef-cher.fr
20,7,medef-pays-basque.fr
20,7,medef31.fr
20,7,medef-seine-estuaire.fr
21,3,pkfboi.nz
21,3,pkfcaribbean.com
21,3,pkfsingapore.com
22,2,ikea.com.tw
22,2,ikea.com.hk
23,4,nestle-caribbean.com
23,4,nestle.bg
23,4,nestle.do
23,4,nestle.ir
24,2,mercyships.de
24,2,mercyships.se
25,3,amnestyghana.org
25,3,amnesty.is
25,3,amnesty.eu
26,7,nestle-esar.com
26,7,nestle.co.kr
26,7,nestle.ro
26,7,nestle.com.tw
26,7,nestle.com.pe
26,7,nestle.com.bd
26,7,nestle.dk
27,2,boschautopartes.mx
27,2,bosch-wohnungsgesellschaft.de
28,2,bakertillyeg.com
28,2,bakertilly.pk
29,2,mazdademagog.com
29,2,mazdadesherbrooke.com
30,2,statkraft.ie
30,2,statkraft.com.br
31,3,santillana.com.pa
31,3,santillana.com.hn
31,3,santillana.com.sv
32,2,mazda.nl
32,2,mazda-poznan-voyager.pl
33,4,funiber.it
33,4,funiber.ml
33,4,funiber.ci
33,4,funiber.ma
34,2,dulux.pl
34,2,dulux.in
35,2,tupperware.fr
35,2,tupperware.be
36,2,adra.org.au
36,2,adra.org.rs
